sentiment,text
positive,"my dream guy would be a mix of jerryd bayless, kuno becker and jesse metcalf...yummy "
positive,watching angels in the outfield 
positive, loool hes been a naughty boy..8-) wonder wa his m8z wud say if they found out haha..hws ds  x
positive,finished blogging .. continue to rate restaurants on facebook .. i wanna get the trophy after rating 100 restaurants 
positive," i.e. style of collar, type of cuffs etc. the staff there are very helpful. "
positive,  - the nerd ray bans! 
positive,i'm now following lush on twitter 
positive,"piano competition result: no# 16th in germany  i'm proud of myself, does that sound weird? "
positive, how about you come here and make me 
positive,shouldn't be procrastinating her english essay.  but. can't help it. 
positive,"time for bachelor thesis. did i mentioned, that reiner calmund wrote me "
positive, neveer  i think that you both will get on well with each other...
positive,just watched the new trailer for harry potter and the half blood prince. looks like it's going to be good 
positive, i c your a laker hater!!!! typical!! i love it 
positive,"ice cream moji is superb! yum! yum!! soft, sweet &amp; cold...so happy to eat this magic sweet! "
positive,worked out with my amazing boyfriend today.. and also got to see the sunset 
positive,mavs pulled it off today..hopefully we can get another win on wednesday! 
positive,ouch! make it 2 in a row on my dad in chess.  think i am gonna call it a night with my honor still in tact! 
positive, yay! i dont have one  lol all of my clothes go in draws... i dont have many and i need a place for my high heel shoes 
positive,my precious work! 
positive," i have a niece and nephew and i have a blast with them.  perfectly content with none of my own, tho  "
positive, a mutt that knows a lot of swear words in multiple languages. and if i knew you were in csl i would have told my bro 
positive, thanks for the #followfriday 
positive," thanks!  i think it turned out to be in catalan, though.  i'm not even sure.  oh, the crazy things i'm emailed. "
positive,getting a surprise call...brightens up my evening 
positive, saw nurse jackie on fancast! you were great as always! 
positive, tell me about it! 
positive,"oh, this is my twitter update no. 666 "
positive," great to see you last night, mike! "
positive,but spanish restaurant was nice and we had a nice dessert there instead 
positive,i'm going to attempt to sleep...gnitee everyone!! xoxo 
positive,(continuation of my last tweet): and all of my other followers! 
positive,"i know im a bit late...buuutttttt the dream's latest album has finally grown on me. i like it now, lol "
positive, please could someone tell me where keeley's big cardigan came from (episode 4&amp;5). looked amazing &amp; want one badly  x
positive,waching american idol. 
positive, i'm not cranky! here - i'm sprinkling a little happiness dust on your other tweeps - sprinke sprinkle sprinkle 
positive,is going to see the new termintor movie alone lol 
positive,publishing a video 
positive,says i'm back from sing sing singapore  
positive, hmm...touch decision....psssh!!! fame duh! lol i will make those lyrics into a whole song for you tomorrow 
positive,"happy worship sunday! gonna do some word, then hit new river, then look @ a couple open houses. sounds like a plan! "
positive,  have a happy mothers day! i thought u had blocked me cause i couldn't get anything thru the other day  
positive,dont u just love when u go to be with a smile on your face 
positive,watched a walk to remember. frigging bawled.  it was a good day.  
positive, are you a senior?  if so when and where is your grad nite?
positive,"oh, i forgot, today was elaine's birthday! happy birthday suju! "
positive,omggg! i can't wait for new moon! 
positive," it was great actually - reminded me how much i physically like holding, reading a flipping book pages. "
positive," wow, u had to work late today! yes, go home &amp; get some rest!! "
positive, have fun. 
positive, have a nice day! 
positive,i am so happy we have the day off tomorrow. late night movie here i come 
positive," contempt of court? :-p besides, all the best there! "
positive, ya they do!  they're gonna win!!!
positive, i am a tweeting god... hahahah 
positive,dam why i aint knoe this hoe was tryin the sis before we came!! ; silly hoes stay on d.ck dhat dont want them!  too funny!
positive,heya i am online now...check my web to chat with me 
positive,"thank u lord 4 giving me life &amp; holiday 2day!  but d cloud is so dark wa hv lot of thgs 2 do 2day.pls,dun b rainy..."
positive,"  haha how many times have you met them girls? btw kirsty i bet you, 9 gigs  and like 3-4 just met ups haha! "
positive,glad its still the weekend 
positive, come to brazil! 
positive, you should post links to the stuff you like  or write raps under 140 characters or give us dirt about mithra and tukutz ;d jk!
positive, that would be because your a cool kid 
positive,looking for a job is like an adult easter egg hunt... there's so many colors to try but you can only grab one at a time 
positive, so what's up tonight 
positive, yes and yes. why do you ask? 
positive, that is such a scary idea. hello stalkers! 
positive, i am the canon whisperer. *you want a caaaannooonnn....mmmm...caaaaannnooonnn* thank me later. 
positive,start making money online the easy way!  - i made $13 today already 
positive,"come on #cityrail be good to me tonight, id like the inter-urban on time "
positive, okay now that just isn't nice at all. my own editor even. lol 
positive,i'm on my way to school for maths. how exciting. 
positive," worked, yesterday, then pub, tonight supposed to be going chambers park lol and tomora going butterfly farm  hows u?"
positive, it was awesome! t'was fun playing main stage like a wanna-be-rockstar  can't wait to see the video from 
positive, a footy analogy is perfect for that  but ffs i've heard it all now!
positive, awhh! your picture is so cute  i love you marco!
positive,"met a cute, quirky redhead who likes to talk philosophy, writes beautifully, wants to discuss relationships, insinuated we should go out! "
positive,"back at it, a practice mcat &amp; comp review on are my list for today. somewhere in there isaiah promised me a cheeseburger! "
positive,so excited that 's next single is &quot;22&quot;!! my absolute favorite song of hers 
positive,"wine and cheese tonight will make it right  hoping for a weekend, dry enough to enjoy"
positive, thanks fur the follow... 
positive, thanks for the #followfriday. i gave you one earlier. 
positive, of we are amazing fans! but that because of the one and only band linkin park! the great music is worth loving them 
positive,"just about to start heading back home from the beach! sun, sea and a bbq! "
positive, do itt! season 9 is the best though 
positive,"cuddled up in my blanket watching tv , ou and making perogies because they are soft enough for me to eat  woot lol"
positive,"then woke him up by turning up his music, and singing along to it ahha. i love dean "
positive, -  told you so 
positive,"just finished makin pancakes full with cherry jam,it got yyumi.. "
